name,shape,numel,layer,kind
model.layers.30.input_layernorm.weight,2048,2048,30,pre_attn_norm
model.layers.30.post_attention_layernorm.weight,2048,2048,30,post_attn_norm
model.layers.31.self_attn.q_proj.weight,2048x2048,4194304,31,attn.q_proj
model.layers.31.self_attn.q_proj.bias,2048,2048,31,attn.q_proj
model.layers.31.self_attn.k_proj.weight,256x2048,524288,31,attn.k_proj
model.layers.31.self_attn.k_proj.bias,256,256,31,attn.k_proj
model.layers.31.self_attn.v_proj.weight,256x2048,524288,31,attn.v_proj
model.layers.31.self_attn.v_proj.bias,256,256,31,attn.v_proj
model.layers.31.self_attn.o_proj.weight,2048x2048,4194304,31,attn.o_proj
model.layers.31.mlp.gate_proj.weight,11008x2048,22544384,31,mlp.gate_proj
model.layers.31.mlp.up_proj.weight,11008x2048,22544384,31,mlp.up_proj
model.layers.31.mlp.down_proj.weight,2048x11008,22544384,31,mlp.down_proj
model.layers.31.input_layernorm.weight,2048,2048,31,pre_attn_norm
model.layers.31.post_attention_layernorm.weight,2048,2048,31,post_attn_norm
model.layers.32.self_attn.q_proj.weight,2048x2048,4194304,32,attn.q_proj
model.layers.32.self_attn.q_proj.bias,2048,2048,32,attn.q_proj
model.layers.32.self_attn.k_proj.weight,256x2048,524288,32,attn.k_proj
model.layers.32.self_attn.k_proj.bias,256,256,32,attn.k_proj
model.layers.32.self_attn.v_proj.weight,256x2048,524288,32,attn.v_proj
model.layers.32.self_attn.v_proj.bias,256,256,32,attn.v_proj
model.layers.32.self_attn.o_proj.weight,2048x2048,4194304,32,attn.o_proj
model.layers.32.mlp.gate_proj.weight,11008x2048,22544384,32,mlp.gate_proj
model.layers.32.mlp.up_proj.weight,11008x2048,22544384,32,mlp.up_proj
model.layers.32.mlp.down_proj.weight,2048x11008,22544384,32,mlp.down_proj
model.layers.32.input_layernorm.weight,2048,2048,32,pre_attn_norm
model.layers.32.post_attention_layernorm.weight,2048,2048,32,post_attn_norm
model.layers.33.self_attn.q_proj.weight,2048x2048,4194304,33,attn.q_proj
model.layers.33.self_attn.q_proj.bias,2048,2048,33,attn.q_proj
model.layers.33.self_attn.k_proj.weight,256x2048,524288,33,attn.k_proj
model.layers.33.self_attn.k_proj.bias,256,256,33,attn.k_proj
model.layers.33.self_attn.v_proj.weight,256x2048,524288,33,attn.v_proj
model.layers.33.self_attn.v_proj.bias,256,256,33,attn.v_proj
model.layers.33.self_attn.o_proj.weight,2048x2048,4194304,33,attn.o_proj
model.layers.33.mlp.gate_proj.weight,11008x2048,22544384,33,mlp.gate_proj
model.layers.33.mlp.up_proj.weight,11008x2048,22544384,33,mlp.up_proj
model.layers.33.mlp.down_proj.weight,2048x11008,22544384,33,mlp.down_proj
model.layers.33.input_layernorm.weight,2048,2048,33,pre_attn_norm
model.layers.33.post_attention_layernorm.weight,2048,2048,33,post_attn_norm
model.layers.34.self_attn.q_proj.weight,2048x2048,4194304,34,attn.q_proj
model.layers.34.self_attn.q_proj.bias,2048,2048,34,attn.q_proj
model.layers.34.self_attn.k_proj.weight,256x2048,524288,34,attn.k_proj
model.layers.34.self_attn.k_proj.bias,256,256,34,attn.k_proj
model.layers.34.self_attn.v_proj.weight,256x2048,524288,34,attn.v_proj
model.layers.34.self_attn.v_proj.bias,256,256,34,attn.v_proj
model.layers.34.self_attn.o_proj.weight,2048x2048,4194304,34,attn.o_proj
model.layers.34.mlp.gate_proj.weight,11008x2048,22544384,34,mlp.gate_proj
model.layers.34.mlp.up_proj.weight,11008x2048,22544384,34,mlp.up_proj
model.layers.34.mlp.down_proj.weight,2048x11008,22544384,34,mlp.down_proj
model.layers.34.input_layernorm.weight,2048,2048,34,pre_attn_norm
model.layers.34.post_attention_layernorm.weight,2048,2048,34,post_attn_norm
model.layers.35.self_attn.q_proj.weight,2048x2048,4194304,35,attn.q_proj
model.layers.35.self_attn.q_proj.bias,2048,2048,35,attn.q_proj
model.layers.35.self_attn.k_proj.weight,256x2048,524288,35,attn.k_proj
model.layers.35.self_attn.k_proj.bias,256,256,35,attn.k_proj
model.layers.35.self_attn.v_proj.weight,256x2048,524288,35,attn.v_proj
model.layers.35.self_attn.v_proj.bias,256,256,35,attn.v_proj
model.layers.35.self_attn.o_proj.weight,2048x2048,4194304,35,attn.o_proj
model.layers.35.mlp.gate_proj.weight,11008x2048,22544384,35,mlp.gate_proj
model.layers.35.mlp.up_proj.weight,11008x2048,22544384,35,mlp.up_proj
model.layers.35.mlp.down_proj.weight,2048x11008,22544384,35,mlp.down_proj
model.layers.35.input_layernorm.weight,2048,2048,35,pre_attn_norm
model.layers.35.post_attention_layernorm.weight,2048,2048,35,post_attn_norm
model.norm.weight,2048,2048,,other
lm_head.weight,151936x2048,311164928,,lm_head
